judul_indo,clean_text,cluster
Transparansi dan Akuntabilitas Penyaluran BLT Bersumber dari Dana Desa,transparansi akuntabilitas penyaluran blt bersumber dana,10
SISTEM PENGENDALIAN INTERNAL PADA PERGURUAN TINGGI NEGERI BADAN HUKUM (MENUJU UNIVERSITAS TANJUNGPURA MENJADI PTN BADAN HUKUM),pengendalian internal perguruan badan hukum ptn badan hukum,10
Orbit Partikel dalam Ruang Waktu dengan Skalar Ricci Konstan,orbit partikel ruang skalar ricci konstan,10
PERILAKU DINAMIS DAN STRATEGI PENGENDALIAN MODEL EPIDEMI DENGUE DI KALIMANTAN BARAT,perilaku dinamis strategi pengendalian epidemi dengue,10
Pengaruh Keahlian Akuntansi Terhadap Kemampuan Mahasiwa dalam Menemukan Salah Saji di Dalam Laporan Keuangan,keahlian akuntansi mahasiwa menemukan salah saji keuangan,0
ANALISIS KINERJA KEUANGAN DIUKUR DENGAN METODE ECONOMIC VALUE ADDED (EVA): STUDI PADA PERUSAHAAN FARMASI,kinerja keuangan diukur economic value added eva perusahaan farmasi,0
"Komite Audit, Dewan Komisaris, Kualitas GCG, PBV Dan Kualitas Auit: Berpengaruhkah Pada Kecurangan Laporan Keuangan?",komite audit dewan komisaris kualitas gcg pbv kualitas auit berpengaruhkah kecurangan keuangan,0
PERSEPSI DONATUR TERHADAP TRANSPARANSI DAN AKUNTABILITAS TATA KELOLA KEUANGAN PADA ORGANISASI NIRLABA,donatur transparansi akuntabilitas tata kelola keuangan organisasi nirlaba,0
INOVASI  LARUTAN BOOSTER IMUN KOMBINASI ANGKAK DAN JAHE MERAH YANG BERBASIS ETNOMEDISIN,inovasi larutan booster imun kombinasi angkak jahe merah etnomedisin,10
Adopsi Produk Circular Sustainabilty di Kalangan Generasi Z,produk circular sustainabilty kalangan generasi z,10
STUDI PENENTUAN NILAI EKUIVALENSI MOBIL PENUMPANG (EMP) PADA RUAS JALAN PERKOTAAN DENGAN MEDIAN,penentuan nilai ekuivalensi mobil penumpang emp ruas perkotaan median,0
ANALISIS STABILITAS TEGANGAN MEMPERTIMBANGKAN INSTALASI PEMBANGKIT TERSEBAR ENERGI TERBARUKAN PADA SISTEM DISTRIBUSI TENAGA LISTRIK,stabilitas tegangan mempertimbangkan instalasi pembangkit tersebar energi terbarukan distribusi tenaga listrik,10
Aktivitas Larvasida Bawang Putih (Allium sativum) Terhadap Larva Aedes aegypti (Diptera: Culicidae),larvasida bawang putih allium sativum larva diptera culicidae,10
PERBANDINGAN KADAR ANTIOKSIDAN JAMU CEKOK DAN HERBA TUNGGAL PENYUSUNNYA DALAM BERBAGAI PELARUT DENGAN MENGGUNAKAN METODE DPPH,perbandingan kadar antioksidan jamu cekok herba tunggal penyusunnya pelarut dpph,10
LIMBAH PADAT KELAPA SAWIT SEBAGAI BAHAN BAKAR PLTU,limbah padat kelapa sawit bahan bakar pltu,0
KAJIAN DEFISIENSI STANDAR TEKNIS KESELAMATAN INFRASTRUKTUR PADA JALAN NASIONAL,kajian defisiensi standar teknis keselamatan infrastruktur,10
EKSPRESI PROTEIN P53 BERDASARKAN STADIUM KLINIS DAN GRADE HISTOLOGI PADA PASIEN KANKER PAYUDARA SUBTIPE INVASIVE DUCTAL CARCINOMA (IDC),ekspresi protein p berdasarkan stadium klinis grade histologi pasien kanker payudara subtipe invasive ductal carcinoma idc,10
ISLAMIC SELF-HEALING (ISH) BERBASIS MOBILE ANDROID DALAM MENINGKATKAN KUALITAS HIDUP PASIEN GAGAL GINJAL,self healing ish mobile android kualitas hidup pasien gagal ginjal,10
SINTESIS HIGHLY POROUS MATERIAL (HPM) DARI KAOLINIT ALAM KALIMANTAN BARAT,sintesis highly porous material hpm kaolinit alam,10
"Revitalisasi Gedung Kantor Pos Lama di Kota Pontianak, Kalimantan Barat",revitalisasi gedung kantor pos,10
Desain Infrastruktur Hijau Dan Sistem Drainase Berkelanjutan Pada Kawasan Kampus Universitas Tanjungpura,desain infrastruktur hijau drainase berkelanjutan kampus,10
Studi Eksperimental Metode Desain Campuran Beton Geopolimer Berbasis Fly Ash,eksperimental desain campuran beton geopolimer fly ash,10
PERLINDUNGAN HAK CIPTA BAGI PENCIPTA TARIAN KREASI BARU DI KOTA PONTIANAK,perlindungan hak cipta pencipta tarian kreasi,10
Studi Komparatif Turbin Angin Sumbu Horizontal dan Vertikal Berbasis Pemodelan Kurva Daya,komparatif turbin angin sumbu horizontal vertikal pemodelan kurva daya,10
NEXT WORD PREDICTION PADA REKAM MEDIS ELEKTRONIK MENGGUNAKAN  GATED RECURRENT UNIT (GRU),next word prediction rekam medis elektronik gated recurrent unit gru,10
EFEKTIVITAS PENERAPAN RESTORATIVE JUSTICE TERHADAP  ANAK SEBAGAI PELAKU TINDAK PIDANA BULLYING  DI KEPOLISIAN RESOR KOTA PONTIANAK,efektivitas restorative justice anak pelaku tindak pidana bullying kepolisian resor,10
PENGENDALIAN WASTE DALAM PROSES PRODUKSI  MELALUI PENDEKATAN LEAN MANUFACTURING,pengendalian waste proses produksi lean manufacturing,10
Studi Pola Keruntuhan Tanah di Bawah Permukaan Pelat Bersirip,keruntuhan permukaan pelat bersirip,10
EXPERIMEN DAYA DUKUNG TIANG PANCANG BERONGGA PADA TANAH LUNAK,experimen daya dukung tiang pancang berongga lunak,10
NusaCrowd: Inisiatif open source untuk sumber daya NLP Indonesia,nusacrowd inisiatif open source sumber daya nlp,0
Pemilihan distance measure Pada K-Means clustering Untuk Pengelompokkan member di Alvaro fitness,pemilihan distance measure means clustering pengelompokkan member alvaro fitness,10
Implementasi sentiment analysis tanggapan masyarakat terhadap pembangunan di Kota Pontianak,sentiment tanggapan masyarakat pembangunan,8
Penerapan Metode Haversine Formula Pada Sistem Informasi Geografis Pengukuran Luas Tanah,haversine formula informasi geografis pengukuran luas,10
Penerapan Framework COBIT 2019 pada Audit Teknologi Informasi di Politeknik Sambas,framework cobit audit teknologi informasi politeknik,10
Rancang bangun aplikasi game edukasi pembelajaran matematika menggunakan construct 2,rancang bangun aplikasi game edukasi pembelajaran construct,7
Implementasi Optical Character Recognition (OCR) pada Mesin Penerjemah Bahasa Indonesia ke Bahasa Inggris,optical character recognition ocr mesin penerjemah bahasa bahasa,4
Rancang bangun aplikasi web scraping untuk korpus paralel indonesia-inggris dengan metode html dom,rancang bangun aplikasi web scraping korpus paralel html dom,7
Implementasi Algoritma Rabin-Karp untuk Membantu Pendeteksian Plagiat pada Karya Ilmiah,algoritma rabin karp membantu pendeteksian plagiat karya ilmiah,10
Uji Akurasi Penerjemahan Bahasa Indonesia–Dayak Taman Dengan Penandaan Kata Dasar Dan Imbuhan,uji akurasi penerjemahan bahasa penandaan imbuhan,4
Sistem Pendukung Keputusan Pemilihan Dosen Terbaik Menggunakan Metode Promethee (Studi Kasus: Teknik Informatika Universitas Tanjungpura),pendukung keputusan pemilihan dosen terbaik promethee informatika,10
Dosen Terbaik Menggunakan Metode PROMETHEE (Studi Kasus: Teknik Informatika Universitas Tanjungpura),dosen terbaik promethee informatika,10
Perbaikan Probabilitas Lexical Model Untuk Meningkatkan Akurasi Mesin Penerjemah Statistik,perbaikan probabilitas lexical akurasi mesin penerjemah statistik,10
Pengaruh kuantitas korpus terhadap akurasi mesin penerjemah statistik bahasa bugis wajo ke bahasa indonesia,kuantitas korpus akurasi mesin penerjemah statistik bahasa bugis wajo bahasa,4
Membandingkan performa regresi linier versus pembelajaran mendalam dalam mendeteksi kanker kulit melanoma menggunakan apple core ML,membandingkan performa regresi linier versus pembelajaran mendalam mendeteksi kanker kulit melanoma apple core ml,10
Sentiment Analysis Objek Wisata Kalimantan Barat Pada Google Maps Menggunakan Metode Naive Bayes,sentiment objek wisata google maps naive bayes,10
Implementasi Augmented Reality dengan Memanfaatkan GPS Based Tracking pada Sistem Pengenalan Gedung Universitas Tanjungpura,augmented reality memanfaatkan gps tracking pengenalan gedung,10
Peningkatan akurasi penerjemah bahasa daerah dengan optimasi korpus paralel,akurasi penerjemah bahasa optimasi korpus paralel,4
Peningkatan Mesin Penerjemah Statistik dengan Menambah Kuantitas Korpus Monolingual (Studi Kasus: Bahasa Indonesia-Sunda),mesin penerjemah statistik menambah kuantitas korpus monolingual bahasa sunda,4
Sinergi peserta didik dalam proyek penguatan profil pelajar pancasila,sinergi peserta didik proyek penguatan profil pelajar pancasila,9
Etnomatematika pada budaya masyarakat Dayak perbatasan Indonesia-Malaysia,etnomatematika budaya masyarakat perbatasan,8
Penguatan Pendidikan Karakter Peserta Didik melalui Pendekatan Pembelajaran Kontekstual di Sekolah Dasar,penguatan karakter peserta didik pembelajaran kontekstual sekolah,9
Analisis kesiapan guru dalam melaksanakan pembelajaran kurikulum merdeka di sdn. 47 penanjung sekadau,kesiapan guru melaksanakan pembelajaran kurikulum merdeka sdn penanjung,1
ANALISIS KEMAMPUAN BERPIKIR KREATIF SISWA DALAM MENYELESAIKAN MASALAH PADA MATERI SEGITIGA DI SMP,berpikir kreatif menyelesaikan materi segitiga,10
Meta-analisis pengaruh media pembelajaran terhadap hasil belajar matematika siswa,meta media pembelajaran belajar,5
Kemampuan number sense siswa smp negeri 5 pontianak dalam menyelesaikan soal pada materi pecahan,number sense menyelesaikan materi pecahan,10
Peran Guru Dalam Menumbuhkembangkan Kemandirnan Belajar Dan Kemampuan Berpikir Kritis Siswa Sekolah Dasar Melalui Proyek Penguatan Profil Pelajar Pancasila,peran guru menumbuhkembangkan kemandirnan belajar berpikir kritis sekolah proyek penguatan profil pelajar pancasila,1
Kemampuan penalaran adaptif siswa dalam memecahkan masalah kelas VIII SMP Pontianak,penalaran memecahkan kelas,2
Deskripsi proses penyelesaian soal cerita materi perbandingan pada siswa kelas VII SMP,deskripsi proses penyelesaian cerita materi perbandingan kelas,2
Kemampuan Representasi Matematis Siswa Ditinjau dari Gaya Belajar pada Materi Fungsi Kuadrat di SMA,representasi matematis ditinjau gaya belajar materi fungsi kuadrat,10
Kemampuan Metakognisi Siswa dalam Pemecahan Masalah pada Materi Bangun Datar di Kelas VII SMP,metakognisi pemecahan materi bangun datar kelas,2
Ethnomatematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematemat.,ethnomatematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematematemat,10
Meta-analisis pengaruh cooperative learning terhadap peningkatan hasil belajar matematika siswa,meta cooperative learning belajar,2
Analisis Kemampuan Pemecahan Masalah Statistika Siswa Di Kelas Viii SMP Negeri 6 Pontianak,pemecahan statistika kelas,2
Analisis berpikir kritis siswa dalam menyelesaikan soal spltv di sma negeri 3 pontianak,berpikir kritis menyelesaikan spltv,10
Menggugah Kesadaran Nasional Mempengaruhi Kebhinekaan Indonesia,menggugah kesadaran mempengaruhi kebhinekaan,10
Pengembangan Pemahaman Konseptual dan Disposisi Matematis Siswa Melalui Penerapan Pendekatan Problem Solving di SMA,pemahaman konseptual disposisi matematis problem solving,10
Psikologi remaja dan perkembangan peserta didik,psikologi remaja perkembangan peserta didik,9
Peran kepala sekolah dalam implementasi kurikulum merdeka di sekolah dasar,peran sekolah kurikulum merdeka sekolah,1
Strategi pengajaran bahasa Inggris untuk pelajar muda di sekolah dasar internasional di Surakarta,strategi pengajaran bahasa pelajar muda sekolah internasional surakarta,4
"Pentahelix Model For The Development Of Ecotourism Karang Ginger Beach Punjulharjo Village, Rembang Regency",pentahelix for development ecotourism karang ginger beach punjulharjo village rembang regency,10
Pengaruh Pemanfaatan WhatsApp Terhadap Interaksi Anak dan Orang Tua Peserta Didik SMPN 10 Pontianak,whatsapp interaksi anak orang tua peserta didik,9
Pengaruh pemanfaatan media sosial youtube terhadap kemandirian belajar siswa kelas IX SMP negeri 2 pontianak,media sosial youtube kemandirian belajar kelas,2
Etnobotani Tumbuhan Obat oleh Suku Dayak Iban Desa Tanjung Sari Kecamatan Ketungau Tengah Kabupaten Sintang,etnobotani tumbuhan obat suku iban tanjung sari ketungau,6
Tumbuhan berkhasiat obat suku dayak seberuang di kawasan hutan Desa Ensabang Kecamatan Sepauk Kabupaten Sintang,tumbuhan berkhasiat obat suku seberuang hutan ensabang sepauk,6
Bakteri pelarut fosfat hasil isolasi dari tiga jenis tanah rizosfer tanaman pisang nipah (Musa paradisiaca var. nipah) di Kota Singkawang,bakteri pelarut fosfat jenis rizosfer tanaman pisang nipah musa paradisiaca nipah,10
Pertumbuhan stek batang jarak pagar (Jatropha curcas L.) dengan perendaman larutan bawang merah (Allium cepa L.) dan IBA (Indol Butyric Acid),pertumbuhan stek batang jarak pagar jatropha curcas perendaman larutan bawang merah allium cepa iba indol butyric,10
Potensi alelopati ekstrak serasah daun mangga (mangifera indica (l.)) terhadap pertumbuhan gulma rumput grinting (cynodon dactylon (l.)) press,potensi alelopati ekstrak serasah daun mangga mangifera indica pertumbuhan gulma rumput grinting cynodon dactylon press,10
Potensi Ekstrak Daun Sembung Rambat (Mikania micrantha HBK) Sebagai Bioherbisida terhadap Gulma Maman Ungu (Cleome rutidosperma DC) dan Rumput Bahia (Paspalum notatum Flugge),potensi ekstrak daun sembung rambat mikania micrantha hbk bioherbisida gulma maman ungu cleome rutidosperma dc rumput bahia paspalum notatum flugge,10
Pemanfaatan Tumbuhan Obat Pada Masyarakat Suku Dayak Jangkang Tanjung Di Desa Ribau Kecamatan Kapuas Kabupaten Sanggau,tumbuhan obat masyarakat suku jangkang tanjung ribau,6
Keanekaragaman jenis paku-pakuan (Pteridophyta) di mangrove muara sungai peniti Kecamatan Segedong Kabupaten Pontianak,keanekaragaman jenis paku pakuan pteridophyta mangrove peniti segedong,10
Inventarisasi jamur mikoriza vesikular arbuskular dari rhizosfer tanah gambut tanaman nanas (Ananas comosus (L.) Merr),inventarisasi jamur mikoriza vesikular arbuskular rhizosfer gambut tanaman nanas ananas comosus merr,10
Pemanfaatan Tumbuhan Sebagai Bahan Pewarna Alami Oleh Suku Dayak Bidayuh Di Desa Kenaman Kecamatan Sekayam Kabupaten Sanggau,tumbuhan bahan pewarna alami suku bidayuh kenaman sekayam,6
Inventarisasi jenis paku-pakuan (Pteridophyta) terestrial di hutan dusun Tauk kecamatan Air Besar kabupaten Landak,inventarisasi jenis paku pakuan pteridophyta terestrial hutan dusun tauk,10
Inventarisasi Jamur Makroskopis di Hutan Rawa Gambut Desa Teluk Bakung Kecamatan Sungai Ambawang Kabupaten Kubu Raya,inventarisasi jamur makroskopis hutan rawa gambut teluk bakung,10
Jamur mikoriza vesikular arbuskular (MVA) pada tiga jenis tanah rhizosfer tanaman pisang nipah (Musa paradisiaca L. var. nipah) di Kabupaten Pontianak,jamur mikoriza vesikular arbuskular mva jenis rhizosfer tanaman pisang nipah musa paradisiaca nipah,10
Pematahan Dormansi dan Perkecambahan Biji Kopi Arabika (Coffea arabika L.) dengan Asam Sulfat (H2SO4) dan Giberelin (GA3),pematahan dormansi perkecambahan biji kopi arabika coffea arabika asam sulfat h so giberelin ga,10
Respon pertumbuhan stek pucuk keji beling (Strobilanthes crispus Bl) dengan pemberian IBA (Indole Butyric Acid),pertumbuhan stek pucuk keji beling strobilanthes crispus bl pemberian iba indole butyric,10
Rahmawati.(2017). Aplikasi pupuk organik cair (POC) kotoran kambing difermentasikan dengan EM4 terhadap pertumbuhan dan produktivitas tanaman cabai rawit (Capsicum frutescents …,rahmawati aplikasi pupuk organik cair poc kotoran kambing difermentasikan em pertumbuhan produktivitas tanaman cabai rawit frutescents,10
Tumbuhan Berpotensi Bahan Pangan di Desa Sebangun Kecamatan Sebawi Kabupaten Sambas,tumbuhan berpotensi bahan pangan sebangun sebawi,6
Mukarlina. 2013. Pertumbuhan tanaman pakchoy (Brassica chinensis L.) dengan pemberian kompos alang-alang (Imperata cylindrica (L.) Beauv) pada tanah gambut,mukarlina pertumbuhan tanaman pakchoy brassica pemberian kompos alang alang imperata cylindrica beauv gambut,10
Mukarlina. 2016. Pemanfaatan Tumbuhan Sebagai Bahan Kosmetik Oleh Suku Melayu di Kecamatan Sungai Pinyuh Kabupaten Mempawah,mukarlina tumbuhan bahan kosmetik suku,6
Pemahaman praktis manajemen sumber daya manusia,pemahaman praktis manajemen sumber daya manusia,0
Pemanfaatan tepung larva black soldier fly (hermetia illucens) sebagai subtitusi tepung ikan terhadap performa ayam joper periode stater,tepung larva black soldier fly hermetia illucens subtitusi tepung ikan performa ayam joper periode stater,10
Tepung Larva Black Soldier Fly (Hermetia illucens) Sebagai Substitusi Tepung Ikan pada Pakan Pada Ayam Joper Periode Starter Performa,tepung larva black soldier fly hermetia illucens substitusi tepung ikan pakan ayam joper periode starter performa,10
Pedoman Penulisan Skripsi Program Studi Ilmu Pemerintahan,pedoman penulisan skripsi ilmu pemerintahan,10
Karakteristik produksi ayam tukong: plasma nutfah ayam lokal di Kalimantan Barat,karakteristik produksi ayam tukong plasma nutfah ayam lokal,10
Pemanfaatan Jeringau Merah (Acorus Sp) Sebagai Pengganti Antibiotika Terhadap Performa Ayam Broiler Yang Diinfeksi Salmonella typhimurium,jeringau merah pengganti antibiotika performa ayam broiler diinfeksi salmonella typhimurium,10
Pendugaan nilai heritabilitas bobot lahir dan bobot sapih pada babi duroc dan yorkshire,pendugaan nilai heritabilitas bobot lahir bobot sapih babi duroc yorkshire,0
Fenomena Golongan Putih dalam Pemilihan Walikota dan Wakil Walikota Pontianak Tahun 2008 di Kecamatan Pontianak Selatan,fenomena golongan putih pemilihan walikota wakil walikota,10
"Implementasi Kebijakan Percepatan Penurunan Stunting Pada Dinas Keluarga Berencana, Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Sintang",kebijakan percepatan penurunan stunting dinas keluarga berencana pemberdayaan perempuan perlindungan anak,10
Analisis Pendapatan Pedagang Ayam Broiler Di Pasar Tradisional Kecamatan Pontianak Kota,pendapatan pedagang ayam broiler pasar tradisional,10
Potret Pengusaha Etnis Cina di Kalimantan Barat,potret pengusaha etnis cina,9
Hilangnya hutan dataran rendah di kawasan lindung Kalimantan Indonesia,hilangnya hutan dataran rendah lindung,10
Konservasi memperlambat peningkatan emisi dari lahan gambut tropis di Indonesia,konservasi memperlambat emisi gambut tropis,10
Keanekaragaman spesies pohon di lahan gambut tropis berubah akibat degradasi hutan,keanekaragaman spesies pohon gambut tropis berubah akibat degradasi hutan,10
Studi habitat dan sumber pakan lebah kelulut di kawasan cagar alam Gunung Nyiut Desa Pisak Kabupaten Bengkayang,habitat sumber pakan lebah kelulut cagar alam gunung nyiut pisak,10
"Keanekaragaman tipe hutan terhadap stok karbon: Kasus kondisi tutupan lahan terkini di hutan dataran rendah tropis, rawa, dan lahan gambut di Kalimantan Barat, Indonesia",keanekaragaman tipe hutan stok karbon kondisi tutupan terkini hutan dataran rendah tropis rawa gambut,10
Respirasi CO2 tanah sepanjang tanaman tahunan atau gradien tipe tutupan lahan di Kalimantan Barat menyebabkan degradasi hutan lahan gambut,respirasi tanaman tahunan gradien tipe tutupan menyebabkan degradasi hutan gambut,10
Pengaruh tinggi muka air tanah terhadap beberapa sifat fisik dan kimia tanah gambut di Desa Kuala Dua Kabupaten Kubu Raya,muka sifat fisik kimia gambut,10
Hilangnya biomassa dan karbon gambut akibat kebakaran serta emisi CO₂ tanah pasca kebakaran di hutan lahan gambut Kalimantan Barat,hilangnya biomassa karbon gambut akibat kebakaran emisi pasca kebakaran hutan gambut,10
Teknologi Budidaya Madu Lebah Madu di Kawasan Mangrove,teknologi budidaya madu lebah madu mangrove,10
"Pengaruh saluran drainase terhadap tinggi muka air tanah, kondisi tanah dan pertumbuhan pohon di hutan lahan gambut yang terdegradasi di Kalimantan Barat",saluran drainase muka kondisi pertumbuhan pohon hutan gambut terdegradasi,10
Pengaruh permukaan air terhadap respirasi CO2 tanah di lahan gambut berhutan dan gundul di Kalimantan Barat: Tahap percobaan,permukaan respirasi gambut berhutan gundul tahap percobaan,10
Beberapa sifat fisik dan kimia tanah gambut terbakar dan tidak terbakar di Desa Sungai Besar Kabupaten Ketapang,sifat fisik kimia gambut terbakar terbakar,10
"Meningkatkan permukaan air di lahan gambut tropis yang terdegradasi dan gundul di Kalimantan Barat, Indonesia: Dampak terhadap emisi CO2 dari respirasi tanah",permukaan gambut tropis terdegradasi gundul emisi respirasi,10
Prospek jenis tanaman asli untuk revegetasi di area tailing bekas tambang emas masyarakat,prospek jenis tanaman asli revegetasi area tailing bekas tambang emas masyarakat,8
Analisa vegetasi tegakan hutan di areal hutan kota Gunung Sari Kota Singkawang,analisa vegetasi tegakan hutan areal hutan gunung sari,10
"Peran kebun buah rakyat (tembawang) dalam menjaga struktur hutan, keanekaragaman dan alokasi tegakan biomassa: upaya alternatif penurunan emisi karbon",peran kebun buah rakyat tembawang menjaga struktur hutan keanekaragaman alokasi tegakan biomassa upaya alternatif penurunan emisi karbon,10
"Lahan gambut Kalimantan: Dinamika hutan, penggunaan lahan dan fluks karbon",gambut dinamika hutan fluks karbon,10
"Carbon sequestration by young Rhizophora apiculata plants in Kubu Raya District, West Kalimantan, Indonesia",carbon sequestration by young rhizophora apiculata plants district west,10
"Pengetahuan lokal mengenai pengelolaan lanskap hidrologi berkelanjutan mengurangi emisi CO2 tanah, risiko kebakaran dan hilangnya biomassa di Lahan Gambut Kalimantan Barat, Indonesia",pengetahuan lokal pengelolaan lanskap hidrologi berkelanjutan mengurangi emisi risiko kebakaran hilangnya biomassa gambut,10
Keanekaragaman Jenis tumbuhan paku-pakuan (pteridophyta) dan kondisi tempat tumbuhnya pada hutan rawa gambut sekunder dan lahan gambut terbuka,keanekaragaman jenis tumbuhan paku pakuan pteridophyta kondisi tumbuhnya hutan rawa gambut sekunder gambut terbuka,10
Aktivitas antijamur dan antitermitik cuka kayu dari batang kelapa sawit,antijamur antitermitik cuka kayu batang kelapa sawit,0
Aktivitas antibakteri kulit Garcinia mangostana Linn. terhadap pertumbuhan Flavobacterium dan Enterobacter dari Coptotermes curvignathus Holmgren,antibakteri kulit mangostana linn pertumbuhan flavobacterium enterobacter coptotermes curvignathus holmgren,10
Efikasi asap cair dari Tandan Kosong Kelapa Sawit (TKKS) dalam penekanan perkembangan jamur Aspergillus niger,efikasi asap cair tandan kelapa sawit tkks penekanan perkembangan jamur aspergillus niger,0
Memaksimalkan produksi asap cair dari kulit batang durio dengan mempelajari potensi senyawa yang dimilikinya,memaksimalkan produksi asap cair kulit batang mempelajari potensi senyawa dimilikinya,10
"Inventarisasi tanaman obat demam yang dimanfaatkan oleh empat Sub Etnis Dayak di Kalimantan Barat, Indonesia",inventarisasi tanaman obat demam dimanfaatkan sub etnis,6
"Mengetahui versus melakukan: perilaku kesehatan yang protektif terhadap COVID-19 di Aceh, Indonesia",versus perilaku kesehatan protektif covid,10
Bio pengawet baru dari bio-oil biomassa lignoselulosa untuk anti rayap Coptotermes curvignathus holmgren,bio pengawet bio oil biomassa lignoselulosa anti rayap coptotermes curvignathus holmgren,10
Etnobotani tumbuhan berguna oleh masyarakat sekitar kawasan kph model kapuas hulu,etnobotani tumbuhan berguna masyarakat,6
"Persepsi penyedia layanan kesehatan terhadap sistem rujukan di fasilitas pelayanan ibu di Aceh, Indonesia: studi cross-sectional",penyedia layanan kesehatan rujukan fasilitas pelayanan cross sectional,10
Kualitas Arang Briket Berdasarkan Persentase Arang Batang Kelapa Sawit (Elaeis Guineensis Jacq) dan Arang Kayu Laban (Vitex Pubescens Vahl),kualitas arang briket berdasarkan persentase arang batang kelapa sawit elaeis guineensis jacq arang kayu laban vitex pubescens vahl,0
Analisis kerusakan pohon di jalan Ahmad Yani kota Pontianak,kerusakan pohon ahmad yani,10
Pengembangan materi pembelajaran bilangan berdasarkan pendidikan matematika realistik untuk siswa kelas V sekolah dasar,materi pembelajaran bilangan berdasarkan realistik kelas sekolah,2
Optimalisasi produksi bio-minyak biomassa lignoselulosa dari batang kelapa sawit,optimalisasi produksi bio minyak biomassa lignoselulosa batang kelapa sawit,0
"Kajian etnobotani dan ekologi tumbuhan obat pada hutan mangrove di Kabupaten Mempawah, Kalimantan Barat, Indonesia",kajian etnobotani ekologi tumbuhan obat hutan mangrove,6
"Rayap: Biologi dan pengendaliannya, edisi 2",rayap pengendaliannya edisi,10
Strategi Pemasaran Pendidikan Dalam Meningkatkan Citra Lembaga Pendidikan Islam,strategi pemasaran citra lembaga,10
Keanekaragaman jenis rayap di kebun kelapa sawit PT. Bumi Pratama Khatulistiwa kecamatan Sungai Ambawang kabupaten Kubu Raya,keanekaragaman jenis rayap kebun kelapa sawit bumi pratama khatulistiwa,0
Studi Pemanfaatan Rotan Oleh Masyarakat di Desa Sekilap Kecamatan Mandor Kabupaten Landak,rotan masyarakat sekilap,8
Inventarisasi dan keanekaragaman hayati tanaman obat dari hutan hujan tropis berdasarkan pengetahuan tradisional oleh masyarakat etnis dayak di Kalimantan Barat Indonesia,inventarisasi keanekaragaman hayati tanaman obat hutan hujan tropis berdasarkan pengetahuan tradisional masyarakat etnis,6
Analisis ekonomi sistem hibrida PV/diesel dengan penyimpanan energi roda gila,ekonomi hibrida pv diesel penyimpanan energi roda gila,3
Analisis energi tekno-ekonomi sistem hibrida angin/surya: Studi kasus untuk wilayah pesisir barat Arab Saudi,energi tekno ekonomi hibrida angin surya wilayah,3
Analisis tekno-ekonomi sistem hibrida fotovoltaik/angin untuk wilayah darat/terpencil di Indonesia,tekno ekonomi hibrida fotovoltaik angin wilayah darat terpencil,3
Ukuran optimal sistem energi fotovoltaik yang terhubung ke jaringan di Arab Saudi,ukuran optimal energi fotovoltaik terhubung jaringan,10
Faktor ketidakseimbangan baru untuk memperkirakan kinerja motor induksi tiga fasa dengan ketidakseimbangan tegangan rendah dan tegangan berlebih,faktor ketidakseimbangan kinerja motor induksi fasa ketidakseimbangan tegangan rendah tegangan berlebih,0
Beberapa pola peralihan untuk inverter SHEPWM menggunakan algoritma evolusi diferensial,peralihan inverter shepwm algoritma evolusi diferensial,10
Analisis efisiensi dan keekonomian sel bahan bakar membran penukar proton,efisiensi keekonomian sel bahan bakar membran penukar proton,10
Analisis Potensi Energi Matahari Sebagai Pembangkit Listrik Tenaga Surya Menggunakan Panel Monocrystalline dan Polycrystalline Di Kota Pontianak dan Sekitarnya,potensi energi matahari pembangkit listrik tenaga surya panel monocrystalline polycrystalline,10
Analisis kinerja sistem energi hibrida PV/diesel di wilayah barat Arab Saudi,kinerja energi hibrida pv diesel wilayah,10
Orientasi optimal dan sudut kemiringan untuk memperkirakan kinerja modul fotovoltaik di wilayah barat Arab Saudi,orientasi optimal sudut kemiringan kinerja modul fotovoltaik wilayah,0
IMPLEMENTASI WATER COOLING SYSTEM UNTUK MENURUNKAN TEMPERATURE LOSSES PADA PANEL SURYA,water cooling system menurunkan temperature losses panel surya,10
Fraksi terbarukan yang optimal untuk fotovoltaik yang terhubung ke jaringan listrik pada sistem energi gedung perkantoran di Indonesia,fraksi terbarukan optimal fotovoltaik terhubung jaringan listrik energi gedung perkantoran,10
"Analisis karakteristik kecepatan angin menggunakan model distribusi yang berbeda di Kota Medan, Indonesia",karakteristik kecepatan angin distribusi berbeda medan,10
Peningkatan kinerja sel surya TiO2 tersensitisasi bixin dengan kaolinit teraktivasi,kinerja sel surya tio tersensitisasi bixin kaolinit teraktivasi,0
Analisis kinerja sistem energi PV di wilayah barat Arab Saudi,kinerja energi pv wilayah,0
Pola peralihan inverter HE-PWM yang optimal menggunakan algoritma evolusi diferensial,peralihan inverter he pwm optimal algoritma evolusi diferensial,10
PERANCANGAN DAN PENGUJIAN SISTEM PEMBANGKIT LISTRIK BERBASIS TERMOELEKTRIK DENGAN MENGGUNAKAN KOMPOR SURYA SEBAGAI MEDIA PEMUSAT PANAS,pengujian pembangkit listrik termoelektrik kompor surya media pemusat panas,10
